text,sentiment
پروجيڪٽ تي ڪم جاري آهي.,Neutral
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
Boss today meeting zabardast رهي!,Positive
ڪلاس وقت تي شروع ٿيو.,Neutral
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
اڄ موسم عام آهي، نه تمام گرم نه تمام ٿڌو.,Neutral
توهان سان ڳالهائڻ جو تجربو خراب هو.,Negative
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
اڄ موسم عام آهي، نه تمام گرم نه تمام ٿڌو.,Neutral
meeting scheduled آهي 3PM تي.,Neutral
نتيجو اميدن مطابق بهترين نڪتو الحمدالله.,Positive
توهان سان ملڻ وڏي خوشي هئي، دل لڳي وئي.,Positive
مان چانهه پي رهيو آهيان.,Neutral
مان تمام گهڻو مايوس آهيان، دل ئي نه ٿو لڳي.,Negative
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
مون کي تنهنجي ڳالهه ڏاڍي پسند آئي، دل سان ڳالهائي.,Positive
سندس مدد سان سڀ ڪجهه آساني سان ٿي ويو.,Positive
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
هي فلم بلڪل خراب هئي، پئسا ضايع.,Negative
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
هي فلم ڏاڍي مزيدار هئي، دوباره ڏسندس.,Positive
ڪلاس وقت تي شروع ٿيو.,Neutral
ڪتاب ميز تي رکيل آهي.,Neutral
مان laptop تي ڪم ڪري رهيو آهيان.,Neutral
Boss today meeting zabardast رهي!,Positive
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
مون کي هي شيءِ تمام گهڻي پسند آئي!,Positive
مان چانهه پي رهيو آهيان.,Neutral
يار، اهو ڏينهن ڏاڍو خراب گذريو.,Negative
هي جڳهه تمام شور شرابو ۽ بي آرام آهي.,Negative
نتيجو اميدن مطابق بهترين نڪتو الحمدالله.,Positive
اڄ سومر آهي.,Neutral
هي جڳهه تمام پرسڪون ۽ شاندار آهي.,Positive
اهو ماڻهو پارڪ ۾ آهي.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
روڊ تي ٽريفڪ عام آهي.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
ڪتاب ميز تي رکيل آهي.,Neutral
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
واهه يار، زبردست ڪم ڪيو اٿئي!,Positive
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
پروجيڪٽ تي ڪم جاري آهي.,Neutral
ڪتاب ميز تي رکيل آهي.,Neutral
mobile charge تي لڳايو اٿم.,Neutral
مون کي هي ڪم ڪرڻ ۾ ڏکيائي ٿي رهي آهي.,Negative
Internet به slow ۽ irritating آهي.,Negative
توهان سان ملڻ وڏي خوشي هئي، دل لڳي وئي.,Positive
مون کي هي ڪم ڪرڻ ۾ ڏکيائي ٿي رهي آهي.,Negative
هن وقت سڀ ڪجهه برباد لڳي ٿو.,Negative
ڪلاس وقت تي شروع ٿيو.,Neutral
نتيجو اميدن مطابق بهترين نڪتو الحمدالله.,Positive
ڪتاب ميز تي رکيل آهي.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
mobile charge تي لڳايو اٿم.,Neutral
توهان جو ڪم بهترين آهي، keep it up!,Positive
نتيجو اميدن مطابق بهترين نڪتو الحمدالله.,Positive
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
mobile charge تي لڳايو اٿم.,Neutral
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
اڄ موسم عام آهي، نه تمام گرم نه تمام ٿڌو.,Neutral
هي فلم ڏاڍي مزيدار هئي، دوباره ڏسندس.,Positive
اهو ڏينهن خوشيءَ سان ڀرپور هو، دل خوش ٿي وئي.,Positive
هي ڪو ڪم ڪرڻ جو طريقو آهي ڇا؟ nonsense!,Negative
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
Boss today meeting zabardast رهي!,Positive
زندگي ڏاڍي ڏکي لڳي ٿي، هر شي خراب پئي لڳي.,Negative
هو اڄ office ۾ مصروف هو.,Neutral
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
مان چانهه پي رهيو آهيان.,Neutral
اڄ موسم عام آهي، نه تمام گرم نه تمام ٿڌو.,Neutral
مون کي هي شيءِ تمام گهڻي پسند آئي!,Positive
هو اڄ office ۾ مصروف هو.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
هي جڳهه تمام پرسڪون ۽ شاندار آهي.,Positive
مون کي تنهنجي ڳالهه ڏاڍي پسند آئي، دل سان ڳالهائي.,Positive
هي ريسٽورنٽ ته wow آهي، taste amazing!,Positive
Service zero هئي، staff rude هو.,Negative
پروجيڪٽ تي ڪم جاري آهي.,Neutral
هو اڄ office ۾ مصروف هو.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
ڪلاس وقت تي شروع ٿيو.,Neutral
مان تمام گهڻو مايوس آهيان، دل ئي نه ٿو لڳي.,Negative
مان تمام گهڻو مايوس آهيان، دل ئي نه ٿو لڳي.,Negative
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
اڄ سومر آهي.,Neutral
ڪلاس وقت تي شروع ٿيو.,Neutral
يار، هي ته total flop آهي.,Negative
مان تمام گهڻو مايوس آهيان، دل ئي نه ٿو لڳي.,Negative
مان چانهه پي رهيو آهيان.,Neutral
mobile charge تي لڳايو اٿم.,Neutral
مان چانهه پي رهيو آهيان.,Neutral
يار، هي ته total flop آهي.,Negative
mobile charge تي لڳايو اٿم.,Neutral
Service zero هئي، staff rude هو.,Negative
هي جڳهه تمام پرسڪون ۽ شاندار آهي.,Positive
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
ڪلاس وقت تي شروع ٿيو.,Neutral
Service zero هئي، staff rude هو.,Negative
واهه يار، زبردست ڪم ڪيو اٿئي!,Positive
هي ريسٽورنٽ ته wow آهي، taste amazing!,Positive
هي ڪو ڪم ڪرڻ جو طريقو آهي ڇا؟ nonsense!,Negative
مون کي هي شيءِ تمام گهڻي پسند آئي!,Positive
يار، اهو ڏينهن ڏاڍو خراب گذريو.,Negative
توهان سان ڳالهائڻ جو تجربو خراب هو.,Negative
mobile charge تي لڳايو اٿم.,Neutral
مان laptop تي ڪم ڪري رهيو آهيان.,Neutral
پروجيڪٽ تي ڪم جاري آهي.,Neutral
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
پروجيڪٽ تي ڪم جاري آهي.,Neutral
هي ڪو ڪم ڪرڻ جو طريقو آهي ڇا؟ nonsense!,Negative
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
Internet به slow ۽ irritating آهي.,Negative
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
واهه يار، زبردست ڪم ڪيو اٿئي!,Positive
مون کي تنهنجي ڳالهه ڏاڍي پسند آئي، دل سان ڳالهائي.,Positive
هي ڪو ڪم ڪرڻ جو طريقو آهي ڇا؟ nonsense!,Negative
روڊ تي ٽريفڪ عام آهي.,Neutral
مون کي هي ڪم ڪرڻ ۾ ڏکيائي ٿي رهي آهي.,Negative
مون کي هي ڪم ڪرڻ ۾ ڏکيائي ٿي رهي آهي.,Negative
مان laptop تي ڪم ڪري رهيو آهيان.,Neutral
هي جڳهه تمام شور شرابو ۽ بي آرام آهي.,Negative
هو اڄ office ۾ مصروف هو.,Neutral
mobile charge تي لڳايو اٿم.,Neutral
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
هي فلم بلڪل خراب هئي، پئسا ضايع.,Negative
يار، هي ته total flop آهي.,Negative
هو ٽي وي ڏسي رهيو هو.,Neutral
زندگي ڏاڍي ڏکي لڳي ٿي، هر شي خراب پئي لڳي.,Negative
هي فلم بلڪل خراب هئي، پئسا ضايع.,Negative
توهان جو ڪم بهترين آهي، keep it up!,Positive
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
mobile charge تي لڳايو اٿم.,Neutral
ڪلاس وقت تي شروع ٿيو.,Neutral
مان laptop تي ڪم ڪري رهيو آهيان.,Neutral
هي جڳهه تمام شور شرابو ۽ بي آرام آهي.,Negative
Friend، تون ته Kamal ڪري ڇڏين ٿو!,Positive
ڪلاس وقت تي شروع ٿيو.,Neutral
اهو ماڻهو پارڪ ۾ آهي.,Neutral
meeting scheduled آهي 3PM تي.,Neutral
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
مان چانهه پي رهيو آهيان.,Neutral
هي ريسٽورنٽ ته wow آهي، taste amazing!,Positive
هي ريسٽورنٽ ته wow آهي، taste amazing!,Positive
اهو ماڻهو پارڪ ۾ آهي.,Neutral
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
يار، اهو ڏينهن ڏاڍو خراب گذريو.,Negative
meeting scheduled آهي 3PM تي.,Neutral
زندگي ڏاڍي ڏکي لڳي ٿي، هر شي خراب پئي لڳي.,Negative
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
هي ڪو ڪم ڪرڻ جو طريقو آهي ڇا؟ nonsense!,Negative
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
يار، اهو ڏينهن ڏاڍو خراب گذريو.,Negative
هي فلم ڏاڍي مزيدار هئي، دوباره ڏسندس.,Positive
هي فلم بلڪل خراب هئي، پئسا ضايع.,Negative
نتيجو اميدن مطابق بهترين نڪتو الحمدالله.,Positive
اهو ماڻهو پارڪ ۾ آهي.,Neutral
پروجيڪٽ تي ڪم جاري آهي.,Neutral
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
هي جڳهه تمام شور شرابو ۽ بي آرام آهي.,Negative
توهان سان ملڻ وڏي خوشي هئي، دل لڳي وئي.,Positive
هي فلم بلڪل خراب هئي، پئسا ضايع.,Negative
مون کي هي شيءِ تمام گهڻي پسند آئي!,Positive
هي جڳهه تمام پرسڪون ۽ شاندار آهي.,Positive
Boss today meeting zabardast رهي!,Positive
مون کي تنهنجي ڳالهه ڏاڍي پسند آئي، دل سان ڳالهائي.,Positive
meeting scheduled آهي 3PM تي.,Neutral
هن وقت سڀ ڪجهه برباد لڳي ٿو.,Negative
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
توهان جو ڪم بهترين آهي، keep it up!,Positive
مان چانهه پي رهيو آهيان.,Neutral
مان تمام گهڻو مايوس آهيان، دل ئي نه ٿو لڳي.,Negative
توهان جو ڪم بهترين آهي، keep it up!,Positive
هي فلم ڏاڍي مزيدار هئي، دوباره ڏسندس.,Positive
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
هي جڳهه تمام پرسڪون ۽ شاندار آهي.,Positive
زندگي ڏاڍي ڏکي لڳي ٿي، هر شي خراب پئي لڳي.,Negative
هي فلم ڏاڍي مزيدار هئي، دوباره ڏسندس.,Positive
يار، هي ته total flop آهي.,Negative
زندگي ڏاڍي ڏکي لڳي ٿي، هر شي خراب پئي لڳي.,Negative
مون کي تنهنجي ڳالهه ڏاڍي پسند آئي، دل سان ڳالهائي.,Positive
يار، هي ته total flop آهي.,Negative
يار، هي ته total flop آهي.,Negative
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
روڊ تي ٽريفڪ عام آهي.,Neutral
اڄ سومر آهي.,Neutral
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
Boss today meeting zabardast رهي!,Positive
ڪتاب ميز تي رکيل آهي.,Neutral
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
Internet به slow ۽ irritating آهي.,Negative
Boss today meeting zabardast رهي!,Positive
هو مارڪيٽ ويو هو، ڪجهه شيون وٺڻ لاءِ.,Neutral
هن وقت سڀ ڪجهه برباد لڳي ٿو.,Negative
زندگي تمام خوبصورت آهي ماشاءَالله.,Positive
اهو ڏينهن خوشيءَ سان ڀرپور هو، دل خوش ٿي وئي.,Positive
مون کي هي شيءِ بلڪل پسند نه آئي.,Negative
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
هي فيصلو بلڪل غلط هو، ناانصافي آهي.,Negative
هن وقت سڀ ڪجهه برباد لڳي ٿو.,Negative
يار، اهو ڏينهن ڏاڍو خراب گذريو.,Negative
يار، هي ته total flop آهي.,Negative
Boss today meeting zabardast رهي!,Positive
توهان جو رويو بلڪل سٺو نه هو، disappointed.,Negative
Internet به slow ۽ irritating آهي.,Negative
ڪلاس وقت تي شروع ٿيو.,Neutral
اهو ماڻهو پارڪ ۾ آهي.,Neutral
واهه، هن جو رويو ڏاڍو نرم ۽ سٺو هو.,Positive
مون کي هي ڪم ڪرڻ ۾ ڏکيائي ٿي رهي آهي.,Negative
مان چانهه پي رهيو آهيان.,Neutral
روڊ تي ٽريفڪ عام آهي.,Neutral


